Title,Description,DA - Manuel Collab Brand,Post Type,Post Url,Scrappé - SN Brand,Scrappé - SN Has Paid Placement,DA - Key Account,DA - LookUp - Social Network,Problème (from Data Admin - Brand),Category (from Data Admin - Brand),Manuel - Annotation Checked,Script - Annotation Checked,Manuel - Collab Commerciale,Script - Collab Commerciale,Manuel - Autres marques,Script - Autres marques,Chosen Post
No title,"Impossible de passer à côté de cette combinaison Halara 🤍
Un vrai coup de cœur : elle allie style, confort et maintien sans compromis.
💫 Coupe flatteuse qui épouse parfaitement les courbes
💫 Tissu ultra-doux, respirant et stretch
💫 Idéale pour le sport, les journées bien remplies ou simplement pour être stylée sans effort
C’est le genre de pièce qui te fait gagner du temps le matin : une seule tenue, mille possibilités ✨
Portée avec une paire de baskets ou une veste oversize, elle s’adapte à tous les moments de la journée.
La combinaison est facile à enlever pour aller aux toilettes !
💕Disponible en plusieurs coloris  à découvrir sur @halara_france 
10 € offerts dès 99 € d’achat avec le code✅ carlam77 ✅
-20 % de réduction avec le code 🌸carlam8🌸
 #halara_fr #halara #halaracombinaison #publicite",HALARA,GraphVideo,instagram.com/p/DNa9WEOMt6t/,halara_france,true,carlamoreau_____,instagram,,Fast fashion,false,,None,None,,,false
No title,Robe courte fleurie Allie - Jaune/combiné @fashionnova publicité,FASHIONNOVA,GraphVideo,instagram.com/p/DNQ7OobM3PO/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"☀️ Plonge dans l’univers Kulana ☀️ @kulana.fr 🌈
Des maillots colorés, originaux et ultra flatteurs pensés pour toutes les silhouettes et toutes tes vibes d’été 🌊🌴
🌺 Hauts & bas séparés pour mixer les tailles
✨ Deux coupes de bas : échancrée ou plus couvrante
🧵 Matières satinées, pailletées ou velours
🌞 Confort ultime
♻️ Fabrication responsable
📦 Stocks limités

🎁 Profite de -15 % avec CARLA15 (1 maillot)
🔥 Ou -25 % avec CARLA25 dès 3 maillots achetés
(valables jusqu’au 24/08)
Prépare-toi à briller, à te sentir libre et à vivre l’été intensément.
Kulana, c’est ton allié pour chaque vague, chaque rayon de soleil, chaque instant. ☀️ Publicité",KULANA,GraphVideo,instagram.com/p/DNOTvkJMBWj/,,false,carlamoreau_____,instagram,,Vêtements,false,,None,None,,,false
No title,"POOL PARTY 🥳 

Merci à tous mes prestataires d’avoir rendu cette soirée si merveilleuse 🥹❤️ 

Décoration🌸 🎈: @maison_mazell 
Cadeaux personnalisés 🎁 : @maison_mazell 
Lettre lumineuse géante : @meloevent13 
Biscuit sablées :  Publicité",Maison Mazell,GraphVideo,instagram.com/p/DNLqH_ZsTRI/,,false,carlamoreau_____,instagram,,HOME,false,,None,None,,,false
No title,Vacances 🇲🇨,,GraphSidecar,instagram.com/p/DMs4i0tMgCD/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"@halara_france @halara_official 10 € offerts dès 99 € d’achat avec le code✅ carlam77✅ (Valable sur tous les produits.)
-20 % de réduction avec le code ✅carlam7✅ (Non cumulable avec d’autres promotions.) 👉🏻Dress Easy Peezy:
Ce modèle est muni d’un short intégré qui prévient tout incident, ainsi que de deux poches
astucieuses pour téléphone, clés ou autres petits objets. Mais surtout, son design
ingénieux le rend très facile à enfiler et à retirer, ce qui le rend particulièrement pratique
pour aller aux toilettes ! Publicité",HALARA,GraphVideo,instagram.com/p/DMnm8A8s2iQ/,halara_france,true,carlamoreau_____,instagram,,Fast fashion,false,,None,None,,,false
No title,"@FashionNova publicité
Ensemble pantalon en lin rayé Amina - Rose",FASHIONNOVA,GraphVideo,instagram.com/p/DMYQj4PsGeQ/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,@FashionNova publicité Combinaison Carpe Diem - Noir/combinaison,FASHIONNOVA,GraphVideo,instagram.com/p/DMI2wwvsobl/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,@FashionNova #publicité Ensemble short et polo Portside - Noir/Blanc,FASHIONNOVA,GraphSidecar,instagram.com/p/DMA9f5tsAWE/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"@FashionNova publicité 

Santorini Satin Skirt Set - Black/White",FASHIONNOVA,GraphSidecar,instagram.com/p/DL5bD0rsp_O/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,Me and the party in saint tropez @olakalagroup_ 📍invitation,"olakalagroup_ ",GraphVideo,instagram.com/p/DL2y2zNMbOF/,,false,carlamoreau_____,instagram,,VOYAGE,false,,None,None,,,false
No title,"🍝✨ Tu as déjà goûté l’Italie… à volonté ? 🇮🇹 📍Super plan à Navigli Terraza à Paris : ce resto italien propose entrées + desserts à VOLONTÉ pour 21€
👀 Et le plat ? Tu choisis à la carte ! (Mention spéciale aux pâtes fraîches à la truffe 😍)
📸 Si tu es fan de l’Italie et d’ambiances cosy, ce spot est fait pour toi ! 📍31 rue du Capitaine Dreyfus Montreuil 93100 Montreuil /Terrazza Navigli 
📍Navigli  Aperitivo
52 rue d’Enghien 75010 Paris
21,50€ le midi 
27,50€ le soir en semaine 
29,50€ le week end 
Bon appétit ✨#collaborationcommerciale",Navigli Terraza,GraphVideo,instagram.com/p/DLvEurhPyQz/,,false,carlamoreau_____,instagram,,FOOD,false,,None,None,,,false
No title,So good in my head📍 @olakalagroup_ #partagespontané,,GraphSidecar,instagram.com/p/DLp9JwnMIt2/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"@FashionNova publicité 

Rose Reputation Maxi Skirt Set - White",FASHIONNOVA,GraphSidecar,instagram.com/p/DLnT1JSsWoi/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"@FashionNova #publicite 

Pep Squad Romper - Black",FASHIONNOVA,GraphVideo,instagram.com/p/DLkvfVuM4bT/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,No caption,,GraphSidecar,instagram.com/p/DLiHgtwMtw_/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"OFFRE INCROYABLE @sheinofficial 2025 ✨

A l’occasion des soldes d’été qui se dérouleront du 25 juin 2025 au 22 juillet 2025 : j’ai fais une sélection magnifique sur le site @sheinfrance_ que vous pourrez retrouver sur mes boutiques préférés du site : MUSERA, SHEIN BAE & ALORUH 🔥🔥

Recherchez le code SUME8 sur SHEIN et profitez de jusqu’à 70% de réduction ainsi que de plein d’autres offres et utilisez mon code « ✅JUINCARLA ✅» pour obtenir 15% de réduction supplémentaire dès maintenant 💖

Bon shopping 🛍️

#SHEINsummersale #SHEINsoldesdete2025 #SHEINsaveinstyle #SHEINforAll

Collaboration commerciale rémunérée 

@agenceamstramgram",SHEIN,GraphVideo,instagram.com/p/DLSvH8iMsaE/,,false,carlamoreau_____,instagram,"Fast fashion,Pollution,Travail des enfants,Travail forcé",Fast fashion,true,,Shein,None,,,true
No title,"@FashionNova👗 #publicite 

Grand Beauty Off Shoulder Mini Dresse- Wine",FASHIONNOVA,GraphSidecar,instagram.com/p/DLQFe63sGpn/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,Bateau 🛥️ @lc_marine_marseille 📍invitation*,lc_marine_marseille,GraphSidecar,instagram.com/p/DLNk9CPs_ev/,,false,carlamoreau_____,instagram,,VOYAGE,false,,None,None,,,false
No title,"#publicité @FashionNova 🍋🇮🇹

Picnics In The Sun 3 Piece Bikini & Bubble Cover Up Dress - Navy/combo",FASHIONNOVA,GraphVideo,instagram.com/p/DLIQLDeMmV4/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,true,,FashionNova,None,,,true
No title,My favorite location 📍 @olakalagroup_  invitation.,"olakalagroup_ ",GraphSidecar,instagram.com/p/DLDFRt0M2x9/,,false,carlamoreau_____,instagram,,VOYAGE,false,,None,None,,,false
No title,"DES TENUES CHILL BY @halara_official @halara_france 10 € offerts dès 99 € d’achat avec le code🏝️ carlam77 🏝️(Valable sur tous les produits.)
-20 % de réduction avec le code ☀️carlam6☀️ (Non cumulable avec d’autres promotions.) publicité",HALARA,GraphVideo,instagram.com/p/DK7deMkMGyC/,,false,carlamoreau_____,instagram,,Fast fashion,false,,None,None,,,false
No title,🔥🏝️,,GraphSidecar,instagram.com/p/DKzrLnEsVZ9/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"🎉BIG CONCOURS 🎉1 nuit à gagner dans la Chambre Excellence Corsaire au
mois de septembre ! 
Conditions pour participer :
• Être abonné à moi @carlamoreau_____  et au compte @hotel_pirates_world 
• Commenter la publication avec « je participe » + identifier 2 amis
• Pour doubler ses chances : repartager le post en storie instagram
📅 Résultat annoncé le 1 juillet sur le compte @hotel_pirates_world
(Participations possibles jusqu’au 30 juin) collaboration commerciale *invitation",hotel_pirates_world,GraphVideo,instagram.com/p/DKumsSDMytU/,,false,carlamoreau_____,instagram,,Hôtel,false,,None,None,,,false
No title,"Ma meilleure amie pour la vie 🥹💕 en ce jour de fêtes des mamans je vous souhaite à tous une merveilleuse journée pour ce rôle si incroyable que dieu nous a permis d’avoir 🙏🏻 mon soutient au quotidien , ma force, ma raison de vivre à nos rires nos moments nos souvenirs à notre famille … certainement le rôle qui convient le mieux dans ma vie être une maman est une cadeau si précieux …",,GraphVideo,instagram.com/p/DKFlV2kM7th/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"Sélection matchy-matchy avec ma bestie ❤️

Qu’en pensez-vous ?

Merci @sheinfrance_ pour ces tenues de dingue que j’ai sélectionnées sur les boutiques L-Moss et MISS GUIDED du site ✨

C’est le moment d’en profiter avec l’été qui arrive à grand pas alors bénéficiez de -15% dès 29€ d’achats ou -20% dès 69€ d’achats avec mon code « MAICARLA » 💖

#SHEINModeEnfant #SHEINModeFamille

@agenceamstramgram

Collaboration commerciale rémunérée",SHEIN,GraphVideo,instagram.com/p/DJ9oOUlsKzG/,,false,carlamoreau_____,instagram,"Fast fashion,Pollution,Travail des enfants,Travail forcé",Fast fashion,false,,None,None,,,false
No title,MON LIVRE 📚SOUS INFLUENCE 📚DISPONIBLE EN LIBRAIRIE PARTOUT EN FRANCE 🇫🇷 MERCI POUR VOTRE SOUTIEN J’ATTENDS VOS RETOURS ??? 🩷🥰 @m6_editions,,GraphVideo,instagram.com/p/DJ4nu0-MVw2/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,WEDDING 💍,,GraphSidecar,instagram.com/p/DJ2EWDtMiyT/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,Wedding 💍🥹,,GraphSidecar,instagram.com/p/DJrqRX9scSz/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"Une journée pleins de souvenirs, des moments de bonheurs, des rires, des anecdotes… 
Et surtout un merveilleux décor, sans qui sans elle n’aurait été possible 🥹 @provenceevenements 
Chaque détail était incroyable… Merci à tous les prestataires d’avoir fait de ce rêve, une réalité et un merveilleux enterrement de vie jeune fille @jennyaragones 💗
Décoration : @provenceevenements 
Traiteur 🥨: @le_marche_epicurien 
Box personnalisée : @les.jolies.occasions 
Rooftop : @hoteldelaplagecassis 🌴☀️☺️ #collaborationnonrémunérée","hoteldelaplagecassis ",GraphVideo,instagram.com/p/DJZzoRTs0Im/,,false,carlamoreau_____,instagram,,Hôtel,false,,None,None,,,false
No title,"@FashionNova🍝
- Bite of Heaven Pasta Linen Micro Mini Dress - Ivory/combo #publicité",FASHIONNOVA,GraphImage,instagram.com/p/DJR4F7UsSYv/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"Avez-vous déjà tester les soins visage et corps de chez @bodyminuteofficiel ? 💆‍♀️

450 Instituts de beauté sans rendez-vous, exclusivement féminin, avec un service au top et des cosmétiques Skinminute aux actifs Swiss 🇨🇭Biotech.

Spoiler : je me suis abonnée direct 😍 

￼#Bodyminute #Skinminute #institutdebeaute #epilation #soinvisage #publicite",BODYMINUTE,GraphVideo,instagram.com/p/DJPR7-ds8_9/,,false,carlamoreau_____,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,@cafe.ella.officiel 75015 📍🥞🍹 *invitation,cafe.ella.officiel,GraphVideo,instagram.com/p/DJMp8FDsrxQ/,,false,carlamoreau_____,instagram,,FOOD,false,,None,None,,,false
No title,"Avoir autant d’amour de son enfant 🥹🙏🏻❤️ 🇫🇷 C’est les French Days chez  @sheinfrance_ 🇫🇷

Avec le code « FR1CARLA » : -15% dès 29€ d’achats ou -20% dès 69€ d’achats ❤️ 

Fonçez il y a des promotions jusqu’à -70% sur un large choix d’articles ! 

#SHEINFrenchDays2025

Collaboration commerciale rémunérée 
@agenceamstramgram",SHEIN,GraphVideo,instagram.com/p/DJFHKxGM4wc/,,false,carlamoreau_____,instagram,"Fast fashion,Pollution,Travail des enfants,Travail forcé",Fast fashion,false,,None,None,,,false
No title,"@FashionNova

reference : Lydia Jumpsuit - Royal #collaboration",FASHIONNOVA,GraphSidecar,instagram.com/p/DJClVvDspdE/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"@FashionNova 👗 

reference : 
Sweet Cherry Bubble Hem Romper - Black/White
Clea Crochet Heels - Black publicité",FASHIONNOVA,GraphSidecar,instagram.com/p/DI_1ieTse0D/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"@FashionNova 

Réf : Scenic Satin Maxi Dress - Purple/combo #collaboration",FASHIONNOVA,GraphImage,instagram.com/p/DI9Ws3PsPX2/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"@FashionNova 

reference : Sunny Skirt Set - Butter Yellow
Cherry Pie Round Toe Mules - Yellow publicité",FASHIONNOVA,GraphVideo,instagram.com/p/DI6ctreM178/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"@FashionNova 

Réf : 
🔎Free Flow Super Soft Active Top - Sage
🔎Glow Super Soft Active Short - Sage #collaboration",FASHIONNOVA,GraphSidecar,instagram.com/p/DI4HbDFsKhX/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"JOYEUSE PÂQUES 🐣 🐰

Décoration 🎈by @provenceevenements 
Mobilier évènement 🪑 by : @locationmaccio 
Gâteau & biscuit 🎂 by : @camelia.bakes 
Box personnalisée : @les.jolies.occasions 
Château gonflable : @chateauxenfolie #collaborationcommerciale",chateauxenfolie,GraphVideo,instagram.com/p/DIt9e5aMJ1w/,,false,carlamoreau_____,instagram,,Loisirs,false,,None,None,,,false
No title,"🌈💗✨GRAND CONCOURS 🌈💗✨
Envie d’un look fun et coloré pour vos petites fashionistas ? Ruby vous montre ses tenues préférées @billieblush_official pour un été plein de style et de légèreté ! ☀️🌴

🎁 4 bons d’achat de 250€ à gagner ! 😱 
Pour participer, il vous suffit de :
Suivre nos deux comptes : @billieblush_official et @carlamoreau_____
Identifiant 1 personne en commentaire

👉🏻BONUS : Doublez vos chances en répartissant ce concours dans votre story
Fin du concours : Le 25 avril 🥳! Les 4 gagnants seront contactés par message privé.

Bonne chance à tous ! 🍀

#concours #collaborationcommerciale #billieblush #printemps @myagencykids",myagencykids,GraphVideo,instagram.com/p/DImAzE4Mdoy/,,false,carlamoreau_____,instagram,,Vêtements,false,,None,None,,,false
No title,NOS SOUVENIRS 🥹😍❤️,,GraphSidecar,instagram.com/p/DIMeVH8M9Ta/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,Si féerique un rêve éveillé.. 🥹✨,,GraphVideo,instagram.com/p/DIMaNr-MoSU/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,NOS SOUVENIRS ✨😍 #disneyland,,GraphSidecar,instagram.com/p/DIJ4apIMG5N/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"@fashionnova 

Réf: 
🔎Southern's Sweetest Cowboy Hat - White/combo
🔎Baddie Attitude Denim Romper - Chocolate
🔎Texas Rodeo Cowboy Boots - Off White publicité",FASHIONNOVA,GraphVideo,instagram.com/p/DIHBIo7MLsc/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,HAPPY CARNAVAL 3 🎀 BARBIE 💕,,GraphSidecar,instagram.com/p/DHwOSGFs4Z3/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,@fashionnova 🌸 Bite of Heaven Pasta Linen Micro Mini Dress - Ivory/combo,FASHIONNOVA,GraphVideo,instagram.com/p/DHq7hEos3yd/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"Alors vous validez la nouvelle sélection @sheinfrance_ de Ruby ? 💕

Profitez de -15% de réduction dès 29€ d’achats ou -20% dès 69€ d’achats avec mon code « KIDCARLA » 🎀

Taper « SHEIN ENFANT » sur le site pour profiter de jusqu’à -60% et autres promos sur les articles sélectionnés. 

Bon shopping à tous 🛍️🩵

#SHEINModeEnfant #SHEINkids 

Collaboration commerciale 
@agenceamstramgram",SHEIN,GraphVideo,instagram.com/p/DHgnc7YsQD8/,,false,carlamoreau_____,instagram,"Fast fashion,Pollution,Travail des enfants,Travail forcé",Fast fashion,false,,None,None,,,false
No title,"🎁 GRAND JEU CONCOURS – 10 MINI PURIFICATEURS HYLA À GAGNER ! 🌿💨

Respirez un air pur et profitez des bienfaits de l’aromathérapie chez vous ! ✨ Nous offrons 10 Baby Hyla à 10 chanceux ! 😍

🎯 Pour participer, c’est simple :
1️⃣ Abonnez-vous à 👉 @hylaevolution & @daisy_hyla_france & amel.sandadi
2️⃣ Likez cette publication ❤️
3️⃣ Identifiez 2 amis en commentaire 👥 (chaque tag = une chance en plus !)
4️⃣ Partagez en story pour doubler vos chances (optionnel mais recommandé 😉)

📅 Fin du concours : 30/03/2025 à 23h59.

Ne laissez pas passer votre chance, participez maintenant ! 🍀✨ 

#Concours #PurificationDAir #Aromathérapie #babyhyla #collaborationcommercialerémunérée",HYLA,GraphVideo,instagram.com/p/DHbjgKksrPS/,,false,carlamoreau_____,instagram,,Vente à distance,false,,None,None,,,false
